Tunnel length [m];Tunnel width [m];Tunnel height [m];Hydrauric diameter;T [K];Qdot [Kw];Critical velocity [m/s];;;;;;;;;
15;0.136;0.25;0.176165803;293;20.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;20.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;21.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;22.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;23.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;24.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;25.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;26.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;27.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;28.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.05;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.1;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.15;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.2;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.25;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.3;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.35;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.4;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.45;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.5;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.55;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.6;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.65;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.7;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.75;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.8;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.85;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.9;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;29.95;0.525573952;;;;;;;;;
15;0.136;0.25;0.176165803;293;30;0.525573952;;;;;;;;;
15;0.25;0.25;0.25;293;1.5;0.376842156;;;;;;;;;
15;0.25;0.25;0.25;293;1.55;0.38098361;;;;;;;;;
15;0.25;0.25;0.25;293;1.6;0.385036931;;;;;;;;;
15;0.25;0.25;0.25;293;1.65;0.389006664;;;;;;;;;
15;0.25;0.25;0.25;293;1.7;0.392896989;;;;;;;;;
15;0.25;0.25;0.25;293;1.75;0.396711761;;;;;;;;;
15;0.25;0.25;0.25;293;1.8;0.400454546;;;;;;;;;
15;0.25;0.25;0.25;293;1.85;0.404128646;;;;;;;;;
15;0.25;0.25;0.25;293;1.9;0.407737128;;;;;;;;;
15;0.25;0.25;0.25;293;1.95;0.411282847;;;;;;;;;
15;0.25;0.25;0.25;293;2;0.414768461;;;;;;;;;
15;0.25;0.25;0.25;293;2.05;0.418196455;;;;;;;;;
15;0.25;0.25;0.25;293;2.1;0.421569152;;;;;;;;;
15;0.25;0.25;0.25;293;2.15;0.424888731;;;;;;;;;
15;0.25;0.25;0.25;293;2.2;0.428157234;;;;;;;;;
15;0.25;0.25;0.25;293;2.25;0.431376583;;;;;;;;;
15;0.25;0.25;0.25;293;2.3;0.434548583;;;;;;;;;
15;0.25;0.25;0.25;293;2.35;0.43767494;;;;;;;;;
15;0.25;0.25;0.25;293;2.4;0.440757259;;;;;;;;;
15;0.25;0.25;0.25;293;2.45;0.44379706;;;;;;;;;
15;0.25;0.25;0.25;293;2.5;0.44679578;;;;;;;;;
15;0.25;0.25;0.25;293;2.55;0.449754779;;;;;;;;;
15;0.25;0.25;0.25;293;2.6;0.452675346;;;;;;;;;
15;0.25;0.25;0.25;293;2.65;0.455558706;;;;;;;;;
15;0.25;0.25;0.25;293;2.7;0.458406022;;;;;;;;;
15;0.25;0.25;0.25;293;2.75;0.461218399;;;;;;;;;
15;0.25;0.25;0.25;293;2.8;0.46399689;;;;;;;;;
15;0.25;0.25;0.25;293;2.85;0.466742498;;;;;;;;;
15;0.25;0.25;0.25;293;2.9;0.469456178;;;;;;;;;
15;0.25;0.25;0.25;293;2.95;0.472138843;;;;;;;;;
15;0.25;0.25;0.25;293;3;0.474791364;;;;;;;;;
15;0.25;0.25;0.25;293;3.05;0.477414574;;;;;;;;;
15;0.25;0.25;0.25;293;3.1;0.48000927;;;;;;;;;
15;0.25;0.25;0.25;293;3.15;0.482576213;;;;;;;;;
15;0.25;0.25;0.25;293;3.2;0.485116134;;;;;;;;;
15;0.25;0.25;0.25;293;3.25;0.487629734;;;;;;;;;
15;0.25;0.25;0.25;293;3.3;0.490117684;;;;;;;;;
15;0.25;0.25;0.25;293;3.35;0.492580629;;;;;;;;;
15;0.25;0.25;0.25;293;3.4;0.495019186;;;;;;;;;
15;0.25;0.25;0.25;293;3.45;0.497433952;;;;;;;;;
15;0.25;0.25;0.25;293;3.5;0.499825498;;;;;;;;;
15;0.25;0.25;0.25;293;3.55;0.502194375;;;;;;;;;
15;0.25;0.25;0.25;293;3.6;0.504541112;;;;;;;;;
15;0.25;0.25;0.25;293;3.65;0.506866219;;;;;;;;;
15;0.25;0.25;0.25;293;3.7;0.509170188;;;;;;;;;
15;0.25;0.25;0.25;293;3.75;0.511453493;;;;;;;;;
15;0.25;0.25;0.25;293;3.8;0.513716591;;;;;;;;;
15;0.25;0.25;0.25;293;3.85;0.515959923;;;;;;;;;
15;0.25;0.25;0.25;293;3.9;0.518183916;;;;;;;;;
15;0.25;0.25;0.25;293;3.95;0.52038898;;;;;;;;;
15;0.25;0.25;0.25;293;4;0.522575514;;;;;;;;;
15;0.25;0.25;0.25;293;4.05;0.524743902;;;;;;;;;
15;0.25;0.25;0.25;293;4.1;0.526894516;;;;;;;;;
15;0.25;0.25;0.25;293;4.15;0.529027716;;;;;;;;;
15;0.25;0.25;0.25;293;4.2;0.531143849;;;;;;;;;
15;0.25;0.25;0.25;293;4.25;0.533243254;;;;;;;;;
15;0.25;0.25;0.25;293;4.3;0.535326256;;;;;;;;;
15;0.25;0.25;0.25;293;4.35;0.537393174;;;;;;;;;
15;0.25;0.25;0.25;293;4.4;0.539444312;;;;;;;;;
15;0.25;0.25;0.25;293;4.45;0.541479971;;;;;;;;;
15;0.25;0.25;0.25;293;4.5;0.543500437;;;;;;;;;
15;0.25;0.25;0.25;293;4.55;0.545505992;;;;;;;;;
15;0.25;0.25;0.25;293;4.6;0.547496907;;;;;;;;;
15;0.25;0.25;0.25;293;4.65;0.549473447;;;;;;;;;
15;0.25;0.25;0.25;293;4.7;0.551435869;;;;;;;;;
15;0.25;0.25;0.25;293;4.75;0.553384422;;;;;;;;;
15;0.25;0.25;0.25;293;4.8;0.555319348;;;;;;;;;
15;0.25;0.25;0.25;293;4.85;0.557240884;;;;;;;;;
15;0.25;0.25;0.25;293;4.9;0.559149258;;;;;;;;;
15;0.25;0.25;0.25;293;4.95;0.561044694;;;;;;;;;
15;0.25;0.25;0.25;293;5;0.562927408;;;;;;;;;
15;0.25;0.25;0.25;293;5.05;0.564797613;;;;;;;;;
15;0.25;0.25;0.25;293;5.1;0.566655513;;;;;;;;;
15;0.25;0.25;0.25;293;5.15;0.568501309;;;;;;;;;
15;0.25;0.25;0.25;293;5.2;0.570335197;;;;;;;;;
15;0.25;0.25;0.25;293;5.25;0.572157367;;;;;;;;;
15;0.25;0.25;0.25;293;5.3;0.573968004;;;;;;;;;
15;0.25;0.25;0.25;293;5.35;0.575767288;;;;;;;;;
15;0.25;0.25;0.25;293;5.4;0.577555397;;;;;;;;;
15;0.25;0.25;0.25;293;5.45;0.579332501;;;;;;;;;
15;0.25;0.25;0.25;293;5.5;0.58109877;;;;;;;;;
15;0.25;0.25;0.25;293;5.55;0.582854366;;;;;;;;;
15;0.25;0.25;0.25;293;5.6;0.584599449;;;;;;;;;
15;0.25;0.25;0.25;293;5.65;0.586334176;;;;;;;;;
15;0.25;0.25;0.25;293;5.7;0.588058698;;;;;;;;;
15;0.25;0.25;0.25;293;5.75;0.589773165;;;;;;;;;
15;0.25;0.25;0.25;293;5.8;0.591477721;;;;;;;;;
15;0.25;0.25;0.25;293;5.85;0.593172509;;;;;;;;;
15;0.25;0.25;0.25;293;5.9;0.594857667;;;;;;;;;
15;0.25;0.25;0.25;293;5.95;0.596533331;;;;;;;;;
15;0.25;0.25;0.25;293;6;0.598199634;;;;;;;;;
15;0.25;0.25;0.25;293;6.05;0.599856705;;;;;;;;;
15;0.25;0.25;0.25;293;6.1;0.601504672;;;;;;;;;
15;0.25;0.25;0.25;293;6.15;0.603143657;;;;;;;;;
15;0.25;0.25;0.25;293;6.2;0.604773783;;;;;;;;;
15;0.25;0.25;0.25;293;6.25;0.606395168;;;;;;;;;
15;0.25;0.25;0.25;293;6.3;0.608007929;;;;;;;;;
15;0.25;0.25;0.25;293;6.35;0.609612179;;;;;;;;;
15;0.25;0.25;0.25;293;6.4;0.611208029;;;;;;;;;
15;0.25;0.25;0.25;293;6.45;0.61279559;;;;;;;;;
15;0.25;0.25;0.25;293;6.5;0.614374967;;;;;;;;;
15;0.25;0.25;0.25;293;6.55;0.615946265;;;;;;;;;
15;0.25;0.25;0.25;293;6.6;0.617509587;;;;;;;;;
15;0.25;0.25;0.25;293;6.65;0.619065034;;;;;;;;;
15;0.25;0.25;0.25;293;6.7;0.620612703;;;;;;;;;
15;0.25;0.25;0.25;293;6.75;0.622152691;;;;;;;;;
15;0.25;0.25;0.25;293;6.8;0.623685093;;;;;;;;;
15;0.25;0.25;0.25;293;6.85;0.625210001;;;;;;;;;
15;0.25;0.25;0.25;293;6.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;6.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;7.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;8.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;9.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;10.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11;0.626099034;;;;;;;;;
